"aircraft_type","altitude","callsign","datetime","destination","heading","id","is_on_ground","latitude","longitude","mode_s_address","origin","registration","source","source_data_type","source_flight_id","source_update_type","speed","squawk","timestamp","vertical_speed"
"B752",6650,"9EX0Z","2017-04-16T15:41:15",,,1014002780,false,33.9842,-117.92,"A91616",,"N685DA","adsbexchange","2","11081238",,260,"2654",1492357275,-1216
"B752",5750,"9EX0Z","2017-04-16T15:42:14",,,1014009761,false,33.9754,-118.002,"A91616",,"N685DA","adsbexchange","2","11081238",,255,"2654",1492357334,-960
"B752",3425,"9EX0Z","2017-04-16T15:43:03",,,1014023868,false,33.9585,-118.174,"A91616",,"N685DA","adsbexchange","2","11081238",,263,"2654",1492357383,-1472
"B752",4900,"9EX0Z","2017-04-16T15:43:10",,,1014016801,false,33.9682,-118.078,"A91616",,"N685DA","adsbexchange","2","11081238",,243,"2654",1492357390,-960
"B752",2350,"z.NO-A91616","2017-04-16T15:44:11",,0,1014125487,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2654",1492357451,0
"B752",1350,"9EX0Z","2017-04-16T15:44:57",,,1014037928,false,33.9468,-118.295,"A91616",,"N685DA","adsbexchange","2","11081238",,193,"2654",1492357497,-960
"B752",2550,"9EX0Z","2017-04-16T15:45:13",,,1014030867,false,33.9533,-118.23,"A91616",,"N685DA","adsbexchange","2","11081238",,237,"2654",1492357513,-1152
"B752",575,"9EX0Z","2017-04-16T15:45:59",,,1014044960,false,33.9415,-118.348,"A91616",,"N685DA","adsbexchange","2","11081238",,157,"2654",1492357559,-832
"B752",200,"9EX0Z","2017-04-16T15:46:54",,,1014052059,false,33.9381,-118.377,"A91616",,"N685DA","adsbexchange","2","11081238",,157,"3751",1492357614,-768
"B752",75,"9EX0Z","2017-04-16T15:48:10",,,1014059200,false,33.9381,-118.377,"A91616",,"N685DA","adsbexchange","2","11081238",,157,"2654",1492357690,-768
"B752",100,"9EX0Z","2017-04-16T15:48:44",,,1014073507,false,33.9381,-118.377,"A91616",,"N685DA","adsbexchange","2","11081238",,157,"2654",1492357724,-768
"B752",100,"9EX0Z","2017-04-16T15:49:24",,,1014066406,false,33.9381,-118.377,"A91616",,"N685DA","adsbexchange","2","11081238",,157,"2654",1492357764,-768
"B752",0,"z.NO-A91616","2017-04-16T15:56:41",,0,1014145250,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492358201,0
"B752",0,"z.NO-A91616","2017-04-16T15:56:41",,0,1014169633,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492358201,0
"B752",950,"z.NO-A91616","2017-04-16T17:59:51",,0,1015858873,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"0000",1492365591,0
"B752",1275,,"2017-04-16T18:00:02",,,1015861289,false,,,"A91616",,"N685DA","adsbexchange","1","11081238",,,"2064",1492365602,
"B752",2900,"z.NO-A91616","2017-04-16T18:00:53",,0,1015875194,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492365653,0
"B752",3100,,"2017-04-16T18:00:59",,,1015877711,false,,,"A91616",,"N685DA","adsbexchange","1","11081238",,,"2064",1492365659,
"B752",6025,"z.NO-A91616","2017-04-16T18:01:49",,196,1015891513,false,33.8495,-118.488,"A91616",,"N685DA","pinkfroot",,,,252,"2064",1492365709,3264
"B752",6475,,"2017-04-16T18:02:00",,,1015894089,false,33.8456,-118.486,"A91616",,"N685DA","adsbexchange","2","11081238",,,"5340",1492365720,
"B752",9025,"DAL766","2017-04-16T18:02:44","LAX",191,1015912974,false,33.7788,-118.501,"A91616","LAX","N685DA","pinkfroot",,,,283,"2064",1492365764,3200
"B752",9675,,"2017-04-16T18:02:58",,,1015907435,false,33.7725,-118.503,"A91616",,"N685DA","adsbexchange","2","11081238",,,"2064",1492365778,
"B752",10875,"DAL766","2017-04-16T18:03:38","LAX",192,1015929271,false,33.7201,-118.515,"A91616","LAX","N685DA","pinkfroot",,,,277,"2064",1492365818,2880
"B752",11650,,"2017-04-16T18:03:43",,,1015923806,false,33.7159,-118.516,"A91616",,"N685DA","adsbexchange","2","11081238",,,"2064",1492365823,
"B752",13600,,"2017-04-16T18:05:00",,,1015933855,false,33.6457,-118.392,"A91616",,"N685DA","adsbexchange","2","11081238",,,"2064",1492365900,
"B752",15700,"DAL766","2017-04-16T18:05:43","LAX",103,1015947384,false,33.6342,-118.27,"A91616","LAX","N685DA","pinkfroot",,,,377,"2064",1492365943,2688
"B752",16325,,"2017-04-16T18:06:01",,,1015950218,false,33.6309,-118.239,"A91616",,"N685DA","adsbexchange","2","11081238",,,"2064",1492365961,
"B752",17475,"DAL766","2017-04-16T18:06:09","LAX",100,1015963653,false,33.6305,-118.23,"A91616","LAX","N685DA","pinkfroot",,,,375,"2064",1492365969,2752
"B752",18700,,"2017-04-16T18:06:47",,,1015966589,false,33.6412,-118.137,"A91616",,"N685DA","adsbexchange","2","11081238",,,"2064",1492366007,
"B752",20675,,"2017-04-16T18:08:37",,,1015973523,false,33.6286,-117.956,"A91616",,"N685DA","adsbexchange","2","11081238",,,"2064",1492366117,
"B752",22075,"DAL766","2017-04-16T18:08:41","LAX",99,1015986767,false,33.6096,-117.854,"A91616","LAX","N685DA","pinkfroot",,,,430,"2064",1492366121,1920
"B752",23850,"DAL766","2017-04-16T18:09:39","LAX",101,1016003011,false,33.5869,-117.74,"A91616","LAX","N685DA","pinkfroot",,,,440,"2064",1492366179,1664
"B752",24300,,"2017-04-16T18:09:40",,,1016006190,false,33.5869,-117.74,"A91616",,"N685DA","adsbexchange","2","11081238",,440,"2064",1492366180,1664
"B752",22475,,"2017-04-16T18:10:14",,,1015989865,false,33.6081,-117.849,"A91616",,"N685DA","adsbexchange","2","11081238",,,"2064",1492366214,
"B752",25975,,"2017-04-16T18:11:39",,,1016013116,false,33.5516,-117.521,"A91616",,"N685DA","adsbexchange","2","11081238",,471,"2064",1492366299,1664
"B752",27475,"DAL766","2017-04-16T18:11:51","LAX",100,1016031270,false,33.5335,-117.392,"A91616","LAX","N685DA","pinkfroot",,,,467,"2064",1492366311,1920
"B752",27650,,"2017-04-16T18:12:38",,,1016026377,false,33.53,-117.379,"A91616",,"N685DA","adsbexchange","2","11081238",,467,"2064",1492366358,1920
"B752",29000,,"2017-04-16T18:13:30",,,1016036354,false,33.5065,-117.245,"A91616",,"N685DA","adsbexchange","2","11081238",,482,"2064",1492366410,1408
"B752",30075,"DAL766","2017-04-16T18:13:36","LAX",94,1016049200,false,33.5003,-117.129,"A91616","LAX","N685DA","pinkfroot",,,,485,"2064",1492366416,1344
"B752",30625,,"2017-04-16T18:13:38",,,1016052670,false,33.5003,-117.129,"A91616",,"N685DA","adsbexchange","2","11081238",,485,"2064",1492366418,1344
"B752",31325,"DAL766","2017-04-16T18:14:21","LAX",90,1016065406,false,33.5009,-116.998,"A91616","LAX","N685DA","pinkfroot",,,,492,"2064",1492366461,1792
"B752",32150,,"2017-04-16T18:15:36",,,1016068980,false,33.5009,-116.998,"A91616",,"N685DA","adsbexchange","2","11081238",,485,"2064",1492366536,1344
"B752",35200,"DAL766","2017-04-16T18:16:48","LAX",94,1016088424,false,33.4881,-116.6,"A91616","LAX","N685DA","pinkfroot",,,,473,"2064",1492366608,1600
"B752",33875,,"2017-04-16T18:16:51",,,1016075889,false,33.498,-116.797,"A91616",,"N685DA","adsbexchange","2","11081238",,485,"2064",1492366611,1664
"B752",35350,,"2017-04-16T18:17:01",,,1016092080,false,33.4803,-116.568,"A91616",,"N685DA","adsbexchange","2","11081238",,488,"2064",1492366621,1600
"B752",35350,"DAL766","2017-04-16T18:17:27","LAX",99,1016104541,false,33.4742,-116.533,"A91616","LAX","N685DA","pinkfroot",,,,462,"2064",1492366647,1408
"B752",36400,,"2017-04-16T18:18:02",,,1016108249,false,33.463,-116.445,"A91616",,"N685DA","adsbexchange","2","11081238",,463,"2064",1492366682,1024
"B752",36575,"DAL766","2017-04-16T18:18:36","LAX",97,1016120634,false,33.4525,-116.343,"A91616","LAX","N685DA","pinkfroot",,,,474,"2064",1492366716,1024
"B752",37550,"DAL766","2017-04-16T18:19:33","LAX",97,1016136678,false,33.4355,-116.191,"A91616","LAX","N685DA","pinkfroot",,,,480,"2064",1492366773,640
"B752",36950,,"2017-04-16T18:19:53",,,1016124435,false,33.4525,-116.343,"A91616",,"N685DA","adsbexchange","2","11081238",,474,"2064",1492366793,1024
"B752",38575,"DAL766","2017-04-16T18:20:45","LAX",98,1016152769,false,33.4091,-115.962,"A91616","LAX","N685DA","pinkfroot",,,,481,"2064",1492366845,960
"B752",38725,,"2017-04-16T18:21:00",,,1016156703,false,33.4071,-115.947,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492366860,640
"B752",37875,,"2017-04-16T18:21:16",,,1016140533,false,33.4243,-116.089,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492366876,640
"B752",39025,"DAL766","2017-04-16T18:21:40","LAX",97,1016168841,false,33.3962,-115.851,"A91616","LAX","N685DA","pinkfroot",,,,488,"2064",1492366900,896
"B752",39025,,"2017-04-16T18:21:42",,,1016172834,false,33.3962,-115.851,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492366902,640
"B752",39000,"DAL766","2017-04-16T18:22:50","LAX",98,1016184964,false,33.3729,-115.657,"A91616","LAX","N685DA","pinkfroot",,,,483,"2064",1492366970,0
"B752",39000,,"2017-04-16T18:22:59",,,1016189007,false,33.3728,-115.654,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492366979,640
"B752",39000,"DAL766","2017-04-16T18:23:33","LAX",99,1016201012,false,33.3588,-115.553,"A91616","LAX","N685DA","pinkfroot",,,,487,"2064",1492367013,64
"B752",39000,,"2017-04-16T18:23:33",,,1016205089,false,33.3588,-115.553,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367013,640
"B752",39000,"DAL766","2017-04-16T18:24:44","LAX",98,1016217049,false,33.3367,-115.376,"A91616","LAX","N685DA","pinkfroot",,,,465,"2064",1492367084,0
"B752",39000,,"2017-04-16T18:24:45",,,1016221202,false,33.3367,-115.376,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367085,640
"B752",39000,"DAL766","2017-04-16T18:26:00","LAX",97,1016239868,false,33.3099,-115.145,"A91616","LAX","N685DA","pinkfroot",,,,493,"2064",1492367160,0
"B752",39000,,"2017-04-16T18:26:36",,,1016228061,false,33.3107,-115.151,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367196,640
"B752",39000,,"2017-04-16T18:26:55",,,1016244141,false,33.291,-115.007,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367215,640
"B752",39000,,"2017-04-16T18:27:45",,,1016260144,false,33.2675,-114.87,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367265,640
"B752",39000,,"2017-04-16T18:28:44",,,1016266951,false,33.2572,-114.754,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367324,640
"B752",39000,,"2017-04-16T18:29:43",,,1016375784,false,33.2345,-114.577,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367383,640
"B752",39000,,"2017-04-16T18:29:44",,,1016289542,false,33.2345,-114.577,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367384,640
"B752",39000,,"2017-04-16T18:29:45",,,1016305432,false,33.2345,-114.577,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367385,640
"B752",39000,"z.NO-A91616","2017-04-16T18:29:53",,0,1016283607,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492367393,0
"B752",39000,,"2017-04-16T18:30:22",,,1016343832,false,33.2345,-114.577,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367422,640
"B752",39000,,"2017-04-16T18:30:58",,,1016279982,false,33.2345,-114.577,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492367458,640
"B752",39000,"z.NO-A91616","2017-04-16T18:31:44",,0,1016301001,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492367504,0
"B752",106500,"z.NO-A91616","2017-04-16T18:32:47",,0,1016321998,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492367567,0
"B752",39000,"z.NO-A91616","2017-04-16T18:33:55",,0,1016339153,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492367635,0
"B752",39000,"z.NO-A91616","2017-04-16T18:35:50",,0,1016355056,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492367750,0
"B752",39000,"z.NO-A91616","2017-04-16T18:36:56",,0,1016370981,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492367816,0
"B752",39000,"z.NO-A91616","2017-04-16T18:38:48",,0,1016393546,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492367928,0
"B752",39000,"z.NO-A91616","2017-04-16T18:39:52",,0,1016409455,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492367992,0
"B752",39000,"z.NO-A91616","2017-04-16T18:40:52",,0,1016425313,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368052,0
"B752",39000,,"2017-04-16T18:41:01",,,1016430317,false,32.9763,-112.876,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368061,640
"B752",39000,,"2017-04-16T18:41:47",,,1016436994,false,32.9517,-112.668,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368107,640
"B752",39000,,"2017-04-16T18:42:36",,,1016452896,false,32.9372,-112.543,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368156,640
"B752",39000,"z.NO-A91616","2017-04-16T18:42:53",,0,1016447815,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368173,0
"B752",39000,"z.NO-A91616","2017-04-16T18:43:52",,0,1016463693,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368232,0
"B752",39000,,"2017-04-16T18:44:33",,,1016484722,false,32.8889,-112.21,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368273,640
"B752",39000,,"2017-04-16T18:44:38",,,1016468829,false,32.9065,-112.311,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368278,640
"B752",39000,"z.NO-A91616","2017-04-16T18:44:46",,0,1016479572,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368286,0
"B752",39000,"z.NO-A91616","2017-04-16T18:46:53",,0,1016502134,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368413,0
"B752",39000,,"2017-04-16T18:46:59",,,1016507438,false,32.8299,-111.829,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368419,640
"B752",39000,,"2017-04-16T18:47:09",,,1016530132,false,32.8279,-111.816,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368429,640
"B752",39025,,"2017-04-16T18:47:09",,,1016849374,false,32.8279,-111.816,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2116",1492368429,640
"B752",39000,,"2017-04-16T18:47:11",,,1016568826,false,32.8279,-111.816,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368431,640
"B752",39000,,"2017-04-16T18:47:12",,,1016581829,false,32.8279,-111.816,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368432,640
"B752",39000,,"2017-04-16T18:47:13",,,1016491464,false,32.8536,-111.981,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368433,640
"B752",39000,,"2017-04-16T18:47:49",,,1016523408,false,32.8279,-111.816,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368469,640
"B752",39000,"z.NO-A91616","2017-04-16T18:47:50",,0,1016518063,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368470,0
"B752",39000,,"2017-04-16T18:47:50",,,1016920446,false,32.8279,-111.816,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368470,640
"B752",39000,,"2017-04-16T18:48:25",,,1016562070,false,32.8279,-111.816,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492368505,640
"B752",39000,"z.NO-A91616","2017-04-16T18:49:50",,0,1016540638,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368590,0
"B752",39000,"z.NO-A91616","2017-04-16T18:50:55",,0,1016556552,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368655,0
"B752",39000,"z.NO-A91616","2017-04-16T18:52:51",,0,1016584350,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368771,0
"B752",39000,"z.NO-A91616","2017-04-16T18:53:55",,0,1016595087,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368835,0
"B752",39000,"z.NO-A91616","2017-04-16T18:54:54",,0,1016611025,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368894,0
"B752",39000,"z.NO-A91616","2017-04-16T18:55:52",,0,1016626925,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492368952,0
"B752",39000,"z.NO-A91616","2017-04-16T18:56:56",,0,1016642845,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369016,0
"B752",39000,"z.NO-A91616","2017-04-16T18:57:52",,0,1016658751,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369072,0
"B752",39000,"z.NO-A91616","2017-04-16T18:59:54",,0,1016681367,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369194,0
"B752",39000,"z.NO-A91616","2017-04-16T19:00:48",,0,1016697234,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369248,0
"B752",39000,"z.NO-A91616","2017-04-16T19:02:49",,0,1016719793,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369369,0
"B752",39000,"z.NO-A91616","2017-04-16T19:03:55",,0,1016735722,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369435,0
"B752",39000,"z.NO-A91616","2017-04-16T19:04:54",,0,1016751623,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369494,0
"B752",39000,"z.NO-A91616","2017-04-16T19:06:50",,0,1016774307,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369610,0
"B752",39000,"z.NO-A91616","2017-04-16T19:07:44",,0,1016790281,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369664,0
"B752",39000,"z.NO-A91616","2017-04-16T19:09:47",,0,1016813213,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369787,0
"B752",39025,"z.NO-A91616","2017-04-16T19:11:48",,0,1016836184,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492369908,0
"B752",39000,"z.NO-A91616","2017-04-16T19:13:48",,0,1016859079,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370028,0
"B752",39000,"z.NO-A91616","2017-04-16T19:14:54",,0,1016875098,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370094,0
"B752",39000,"z.NO-A91616","2017-04-16T19:16:52",,0,1016897921,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370212,0
"B752",39000,"z.NO-A91616","2017-04-16T19:17:49",,0,1016913916,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370269,0
"B752",39000,"z.NO-A91616","2017-04-16T19:18:55",,0,1016929883,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370335,0
"B752",39000,"z.NO-A91616","2017-04-16T19:20:54",,0,1016952589,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370454,0
"B752",39000,"z.NO-A91616","2017-04-16T19:21:51",,0,1016968518,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370511,0
"B752",39000,"z.NO-A91616","2017-04-16T19:22:53",,0,1016984441,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370573,0
"B752",39000,"z.NO-A91616","2017-04-16T19:23:54",,0,1017000359,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370634,0
"B752",39000,"z.NO-A91616","2017-04-16T19:24:52",,0,1017016289,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370692,0
"B752",39000,"z.NO-A91616","2017-04-16T19:26:54",,0,1017038887,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370814,0
"B752",39000,"z.NO-A91616","2017-04-16T19:28:55",,0,1017061450,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370935,0
"B752",39000,"z.NO-A91616","2017-04-16T19:29:52",,0,1017077219,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492370992,0
"B752",39000,"z.NO-A91616","2017-04-16T19:30:52",,0,1017093017,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371052,0
"B752",39000,"z.NO-A91616","2017-04-16T19:31:53",,0,1017108792,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371113,0
"B752",39000,"z.NO-A91616","2017-04-16T19:32:49",,0,1017124602,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371169,0
"B752",39000,"z.NO-A91616","2017-04-16T19:33:53",,0,1017140383,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371233,0
"B752",39000,"z.NO-A91616","2017-04-16T19:34:52",,0,1017161384,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371292,0
"B752",39000,"z.NO-A91616","2017-04-16T19:36:53",,0,1017178938,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371413,0
"B752",39000,"z.NO-A91616","2017-04-16T19:38:50",,0,1017201756,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371530,0
"B752",39000,"z.NO-A91616","2017-04-16T19:39:52",,0,1017217718,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371592,0
"B752",39000,"z.NO-A91616","2017-04-16T19:40:52",,0,1017233673,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371652,0
"B752",39000,"z.NO-A91616","2017-04-16T19:41:56",,0,1017249693,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371716,0
"B752",39000,"z.NO-A91616","2017-04-16T19:42:51",,0,1017265731,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371771,0
"B752",39000,"z.NO-A91616","2017-04-16T19:44:51",,0,1017288593,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371891,0
"B752",39000,"z.NO-A91616","2017-04-16T19:45:50",,0,1017304540,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492371950,0
"B752",39000,"z.NO-A91616","2017-04-16T19:47:53",,0,1017327301,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372073,0
"B752",39000,"z.NO-A91616","2017-04-16T19:48:48",,0,1017348447,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372128,0
"B752",39000,"z.NO-A91616","2017-04-16T19:49:55",,0,1017359257,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372195,0
"B752",39000,"z.NO-A91616","2017-04-16T19:50:55",,0,1017375280,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372255,0
"B752",39000,"z.NO-A91616","2017-04-16T19:52:49",,0,1017398075,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372369,0
"B752",39000,"z.NO-A91616","2017-04-16T19:54:54",,0,1017420827,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372494,0
"B752",39000,"z.NO-A91616","2017-04-16T19:55:49",,0,1017441908,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372549,0
"B752",39000,"z.NO-A91616","2017-04-16T19:56:55",,0,1017457848,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372615,0
"B752",39000,"z.NO-A91616","2017-04-16T19:57:50",,0,1017468568,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372670,0
"B752",39000,"z.NO-A91616","2017-04-16T19:58:46",,0,1017489684,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372726,0
"B752",39000,"z.NO-A91616","2017-04-16T19:59:55",,0,1017500416,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372795,0
"B752",39000,,"2017-04-16T20:01:11",,,1017514796,false,31.3644,-100.594,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"2064",1492372871,640
"B752",39000,"z.NO-A91616","2017-04-16T20:01:53",,0,1017523122,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"2064",1492372913,0
"B752",39000,,"2017-04-16T20:01:58",,,1017530713,false,31.3302,-100.385,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492372918,640
"B752",39000,,"2017-04-16T20:03:29",,,1017537497,false,31.3122,-100.262,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373009,640
"B752",39000,"z.NO-A91616","2017-04-16T20:03:52",,0,1017545715,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7374",1492373032,0
"B752",39000,"z.NO-A91616","2017-04-16T20:04:55",,0,1017561547,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7374",1492373095,0
"B752",39000,,"2017-04-16T20:05:14",,,1017553368,false,31.2804,-100.087,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373114,640
"B752",39000,,"2017-04-16T20:05:33",,,1017569208,false,31.2486,-99.938,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373133,640
"B752",39000,"z.NO-A91616","2017-04-16T20:05:51",,0,1017577341,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7374",1492373151,0
"B752",39000,,"2017-04-16T20:06:00",,,1017585049,false,31.2226,-99.7817,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373160,640
"B752",39000,,"2017-04-16T20:07:53",,,1017607717,false,31.1876,-99.5268,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373273,640
"B752",39000,"z.NO-A91616","2017-04-16T20:07:54",,0,1017599973,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7374",1492373274,0
"B752",39000,,"2017-04-16T20:08:14",,,1017591869,false,31.2118,-99.6602,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373294,640
"B752",39000,,"2017-04-16T20:08:54",,,1017623591,false,31.1604,-99.3764,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373334,640
"B752",39000,"z.NO-A91616","2017-04-16T20:08:55",,0,1017615836,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7374",1492373335,0
"B752",39000,,"2017-04-16T20:09:57",,,1017630410,false,31.1343,-99.2198,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373397,640
"B752",39000,,"2017-04-16T20:10:54",,,1017646355,false,31.1079,-99.0749,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373454,640
"B752",39000,"z.NO-A91616","2017-04-16T20:10:55",,0,1017638508,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7374",1492373455,0
"B752",39000,,"2017-04-16T20:12:00",,,1017653168,false,31.081,-98.9286,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373520,640
"B752",39000,"z.NO-A91616","2017-04-16T20:12:53",,0,1017666376,false,,,"A91616",,"N685DA","pinkfroot",,,,0,"7374",1492373573,0
"B752",39000,,"2017-04-16T20:13:35",,,1017669038,false,31.0563,-98.7837,"A91616",,"N685DA","adsbexchange","2","11081238",,480,"7264",1492373615,640
